ID;Nombre;IdFutbin;Enlace;Media;Calidad;Equipo;Liga;Pais;Ritmo;Tiro;Pase;Regate;Defensa;Fisico
20022;Zachary Athekame;46192;https://www.futbin.com/25/player/46192/zachary-athekame;59;bronze;BSC Young Boys;CSSL;Switzerland;67;28;45;53;55;52
20023;Edvin Austbø;46193;https://www.futbin.com/25/player/46193/edvin-austbo;59;bronze;Viking FK;Eliteserien;Norway;73;58;50;62;23;44
20024;Josh Austerfield;46194;https://www.futbin.com/25/player/46194/josh-austerfield;59;bronze;Salford City;EFL League Two;England;67;45;55;57;56;55
20025;Sam Austin;46195;https://www.futbin.com/25/player/46195/sam-austin;59;bronze;Notts County;EFL League Two;England;74;57;58;61;49;61
20026;Alexandre Azevedo;46196;https://www.futbin.com/25/player/46196/alexandre-azevedo;59;bronze;VfB Stuttgart II;3. Liga;Germany;84;46;55;60;50;50
20027;Barry Baggley;46197;https://www.futbin.com/25/player/46197/barry-baggley;59;bronze;Waterford;SSE Airtricity PD;Northern Ireland;65;50;54;62;52;55
20028;Ahmed Bahusayn;46198;https://www.futbin.com/25/player/46198/ahmed-bahusayn;59;bronze;Al Taawoun;ROSHN Saudi League;Saudi Arabia;64;49;58;60;50;59
20029;Nicolas Bajlicz;46199;https://www.futbin.com/25/player/46199/nicolas-bajlicz;59;bronze;SK Rapid Wien;Ö. Bundesliga;Austria;68;47;58;69;45;46
20030;Labinot Bajrami;46200;https://www.futbin.com/25/player/46200/labinot-bajrami;59;bronze;FC Zürich;CSSL;Switzerland;67;60;40;55;21;51
20031;Reed Baker-Whiting;46201;https://www.futbin.com/25/player/46201/reed-baker-whiting;59;bronze;Sounders FC;MLS;United States;70;57;55;60;53;60
20032;James Ball;46202;https://www.futbin.com/25/player/46202/james-ball;59;bronze;AFC Wimbledon;EFL League Two;England;53;58;57;56;56;76
20033;Kofi Balmer;46203;https://www.futbin.com/25/player/46203/kofi-balmer;59;bronze;Motherwell;cinch Prem;Northern Ireland;64;33;44;50;59;64
20034;Ibrahima Sory Bangoura;46204;https://www.futbin.com/25/player/46204/ibrahima-sory-bangoura;59;bronze;KRC Genk;1A Pro League;Guinea;64;35;50;52;57;64
20035;Sam Barnes;46205;https://www.futbin.com/25/player/46205/sam-barnes;59;bronze;Barrow;EFL League Two;England;59;30;45;52;59;59
20036;Jay Barnett;46206;https://www.futbin.com/25/player/46206/jay-barnett;59;bronze;Adelaide United;A-League;Australia;61;43;55;58;55;56
20037;Tom Barth;46207;https://www.futbin.com/25/player/46207/tom-barth;59;bronze;VfB Stuttgart II;3. Liga;Germany;68;51;52;60;53;60
20038;William Benard;46208;https://www.futbin.com/25/player/46208/william-benard;59;bronze;Stade Lavallois;Ligue 2 BKT;France;65;44;61;59;56;61
20039;Roméo Beney;46209;https://www.futbin.com/25/player/46209/romeo-beney;59;bronze;FC Basel 1893;CSSL;Switzerland;57;58;40;58;17;57
20040;Justin Bengui;46210;https://www.futbin.com/25/player/46210/justin-bengui;59;bronze;OL;Ligue 1 Uber Eats;France;60;57;55;60;25;56
20041;Theo Bergvall;46211;https://www.futbin.com/25/player/46211/theo-bergvall;59;bronze;Brommapojkarna;Allsvenskan;Sweden;82;41;53;57;52;60
20042;Matteo Bignetti;46212;https://www.futbin.com/25/player/46212/matteo-bignetti;59;bronze;SK Sturm Graz;Ö. Bundesliga;Austria;61;58;54;61;44;55
20043;Huseyin Biler;46213;https://www.futbin.com/25/player/46213/huseyin-biler;59;bronze;AFC Wimbledon;EFL League Two;England;82;29;49;60;52;61
20044;Mathéo Bodmer;46214;https://www.futbin.com/25/player/46214/matheo-bodmer;59;bronze;Havre AC;Ligue 1 Uber Eats;France;55;47;60;62;54;56
20045;Morgan Bokele;46215;https://www.futbin.com/25/player/46215/morgan-bokele;59;bronze;FC Metz;Ligue 2 BKT;Cameroon;70;54;53;61;25;44
20046;Diabé Bolumbu;46216;https://www.futbin.com/25/player/46216/diabe-bolumbu;59;bronze;SM Caen;Ligue 2 BKT;France;65;31;43;55;57;61
20047;Sam Bone;46217;https://www.futbin.com/25/player/46217/sam-bone;59;bronze;Shelbourne;SSE Airtricity PD;England;47;47;49;51;58;69
20048;Alex Bonetig;46218;https://www.futbin.com/25/player/46218/alex-bonetig;59;bronze;WS Wanderers;A-League;Australia;59;29;47;51;58;67
20049;Théo Borne;46219;https://www.futbin.com/25/player/46219/theo-borne;59;bronze;Clermont Foot 63;Ligue 2 BKT;France;55;62;52;63;31;56
20050;Amin Boudri;46220;https://www.futbin.com/25/player/46220/amin-boudri;59;bronze;GAIS;Allsvenskan;Sweden;65;54;53;63;35;56
20051;Ciaran Brennan;46221;https://www.futbin.com/25/player/46221/ciaran-brennan;59;bronze;Newport County;EFL League Two;Republic of Ireland;63;24;44;45;59;65
20052;Alexander Briedl;46222;https://www.futbin.com/25/player/46222/alexander-briedl;59;bronze;Blau-Weiss Linz;Ö. Bundesliga;Austria;57;32;54;51;57;57
20053;George Broadbent;46223;https://www.futbin.com/25/player/46223/george-broadbent;59;bronze;Doncaster;EFL League Two;England;66;50;55;58;55;61
20054;Ameen Bukhari;46224;https://www.futbin.com/25/player/46224/ameen-bukhari;59;bronze;Al Nassr;ROSHN Saudi League;Saudi Arabia;60;55;56;58;46;57
20055;Maxim Burghardt;46225;https://www.futbin.com/25/player/46225/maxim-burghardt;59;bronze;FC Erzgebirge Aue;3. Liga;Germany;67;45;58;59;56;55
20056;Lautaro Bursich;46226;https://www.futbin.com/25/player/46226/lautaro-bursich;59;bronze;Central Córdoba;LPF;Argentina;63;58;51;61;28;54
20057;Nathan Butler-Oyedeji;46227;https://www.futbin.com/25/player/46227/nathan-butler-oyedeji;59;bronze;Arsenal;Premier League;England;74;57;53;62;19;52
20058;Victor Cabañas;46229;https://www.futbin.com/25/player/46229/victor-cabanas;59;bronze;Cerro Porteño;Libertadores;Paraguay;76;39;50;57;54;55
20059;Welat Cagro;46230;https://www.futbin.com/25/player/46230/welat-cagro;59;bronze;K. Beerschot VA;1A Pro League;Belgium;62;47;59;59;53;65
20060;Tudor Călin;46231;https://www.futbin.com/25/player/46231/tudor-calin;59;bronze;FC Gloria Buzău;SUPERLIGA;Romania;56;41;51;52;59;68
20061;Alexandro Calut;46232;https://www.futbin.com/25/player/46232/alexandro-calut;59;bronze;Standard Liège;1A Pro League;Belgium;69;29;52;58;54;56
20062;Ramón Cansinos;46233;https://www.futbin.com/25/player/46233/ramon-cansinos;59;bronze;Central Córdoba;LPF;Argentina;73;61;43;59;24;47
20063;Kang Cao;46234;https://www.futbin.com/25/player/46234/kang-cao;59;bronze;Nantong Zhiyun FC;CSL;China PR;63;50;55;55;56;68
20064;Aldaír Caputa Ferreira;46235;https://www.futbin.com/25/player/46235/aldair-caputa-ferreira;59;bronze;FC Botoșani;SUPERLIGA;Angola;65;54;57;58;47;48
20065;Anes Cardaklija;46236;https://www.futbin.com/25/player/46236/anes-cardaklija;59;bronze;GAIS;Allsvenskan;Sweden;56;25;39;53;58;68
20066;Gonçalo Miguel Cardoso Almeida;46237;https://www.futbin.com/25/player/46237/goncalo-miguel-cardoso-almeida;59;bronze;Boavista FC;Liga Portugal;Portugal;73;36;42;56;55;47
20067;Conor Carty;46238;https://www.futbin.com/25/player/46238/conor-carty;59;bronze;Bolton;EFL League One;Republic of Ireland;68;58;51;58;23;56
20068;Julián Ceballos;46239;https://www.futbin.com/25/player/46239/julian-ceballos;59;bronze;Boca Juniors;Sudamericana;Argentina;72;47;56;63;38;41
20069;Miguel Chaiwa;46240;https://www.futbin.com/25/player/46240/miguel-chaiwa;59;bronze;BSC Young Boys;CSSL;Zambia;74;36;50;59;57;68
20070;Daniel Chesters;46241;https://www.futbin.com/25/player/46241/daniel-chesters;59;bronze;Salford City;EFL League Two;England;71;47;56;63;46;55
20071;Adam Chicksen;46242;https://www.futbin.com/25/player/46242/adam-chicksen;59;bronze;Notts County;EFL League Two;Zimbabwe;69;49;53;58;53;64
20072;Niccolò Chiorra;46243;https://www.futbin.com/25/player/46243/niccolo-chiorra;59;bronze;Empoli;Serie A TIM;Italy;56;57;60;64;29;59
20073;Soo Hyuk Cho;46244;https://www.futbin.com/25/player/46244/soo-hyuk-cho;59;bronze;Ulsan Hyundai;K League 1;Korea Republic;57;59;58;56;33;60
20074;Sung Gwon Cho;46245;https://www.futbin.com/25/player/46245/sung-gwon-cho;59;bronze;GwangJu FC;K League 1;Korea Republic;61;28;34;40;57;71
20075;Woo Jin Choi;46246;https://www.futbin.com/25/player/46246/woo-jin-choi;59;bronze;Incheon United;K League 1;Korea Republic;66;55;50;64;52;54
20076;Mirza Cihan;46247;https://www.futbin.com/25/player/46247/mirza-cihan;59;bronze;Gaziantep;Trendyol Süper Lig;Türkiye;67;52;56;63;33;41
20077;Nicólas Claa;46248;https://www.futbin.com/25/player/46248/nicolas-claa;59;bronze;Lanús;Sudamericana;Argentina;61;59;58;62;21;59
20078;Jayden Clarke;46249;https://www.futbin.com/25/player/46249/jayden-clarke;59;bronze;Gillingham;EFL League Two;England;75;54;56;62;44;56
20079;Mateo Clemente;46250;https://www.futbin.com/25/player/46250/mateo-clemente;59;bronze;San Lorenzo;Libertadores;Argentina;58;59;58;60;27;58
20080;Junior Colina;46251;https://www.futbin.com/25/player/46251/junior-colina;59;bronze;Rayo Zuliano;Sudamericana;Venezuela;67;55;48;64;32;46
20081;Ciarán Coll;46252;https://www.futbin.com/25/player/46252/ciaran-coll;59;bronze;Derry City;SSE Airtricity PD;Republic of Ireland;70;31;53;50;56;61
20082;Toby Collyer;46253;https://www.futbin.com/25/player/46253/toby-collyer;59;bronze;Manchester Utd;Premier League;England;65;33;56;58;55;55
20083;Lucía Corrales Álvarez;46254;https://www.futbin.com/25/player/46254/lucia-corrales-alvarez;59;bronze;Sevilla FC;Liga F;Spain;55;37;54;51;59;46
20084;Enzo Crombez;46255;https://www.futbin.com/25/player/46255/enzo-crombez;59;bronze;Rodez AF;Ligue 2 BKT;France;60;62;57;61;16;60
20085;Guilder Cuellar;46256;https://www.futbin.com/25/player/46256/guilder-cuellar;59;bronze;Universitario;Sudamericana;Bolivia;67;59;51;63;22;42
20086;Marcos Cuenca Aranda;46257;https://www.futbin.com/25/player/46257/marcos-cuenca-aranda;59;bronze;Real Zaragoza;LALIGA HYPERMOTION;Spain;71;57;53;58;42;57
20087;Sam Dalby;46258;https://www.futbin.com/25/player/46258/sam-dalby;59;bronze;Wrexham AFC;EFL League One;England;68;57;43;56;23;67
20088;Jacob Davenport;46259;https://www.futbin.com/25/player/46259/jacob-davenport;59;bronze;Derry City;SSE Airtricity PD;England;64;43;59;59;57;55
20089;Joe Day;46260;https://www.futbin.com/25/player/46260/joe-day;59;bronze;Cheltenham Town;EFL League Two;England;57;56;57;59;51;60
20090;Kas de Wit;46262;https://www.futbin.com/25/player/46262/kas-de-wit;59;bronze;N.E.C. Nijmegen;Eredivisie;Netherlands;69;47;57;64;40;46
20091;Martin Delavallée;46263;https://www.futbin.com/25/player/46263/martin-delavallee;59;bronze;Sp. Charleroi;1A Pro League;Belgium;60;56;62;59;46;59
20092;Lukas Demming;46264;https://www.futbin.com/25/player/46264/lukas-demming;59;bronze;SC Verl;3. Liga;Germany;67;53;56;59;60;60
20093;Oliver Denham;46265;https://www.futbin.com/25/player/46265/oliver-denham;59;bronze;Sligo Rovers;SSE Airtricity PD;Wales;55;26;38;46;58;67
20094;Louis Dennis;46266;https://www.futbin.com/25/player/46266/louis-dennis;59;bronze;Bromley FC;EFL League Two;England;72;55;54;60;44;59
20095;Matthew Dennis;46267;https://www.futbin.com/25/player/46267/matthew-dennis;59;bronze;MK Dons;EFL League Two;England;85;56;45;60;39;66
20096;Samuele Di Benedetto;46268;https://www.futbin.com/25/player/46268/samuele-di-benedetto;59;bronze;VfB Stuttgart II;3. Liga;Germany;68;47;57;63;56;55
20097;Elson José Dias Junior;46269;https://www.futbin.com/25/player/46269/elson-jose-dias-junior;59;bronze;Chennaiyin FC;Hero ISL;Brazil;57;40;52;52;60;56
20098;Tyler Dibling;46270;https://www.futbin.com/25/player/46270/tyler-dibling;59;bronze;Southampton;Premier League;England;77;51;51;64;25;49
20099;Benno Dietze;46271;https://www.futbin.com/25/player/46271/benno-dietze;59;bronze;Hansa Rostock;3. Liga;Germany;65;30;39;55;58;63
20100;Jonas Dirkner;46272;https://www.futbin.com/25/player/46272/jonas-dirkner;59;bronze;Hansa Rostock;3. Liga;Germany;53;38;52;57;59;55
20101;Alan Do Marcolino;46273;https://www.futbin.com/25/player/46273/alan-do-marcolino;59;bronze;Stade Rennais FC;Ligue 1 Uber Eats;Gabon;59;62;44;60;23;46
20102;Maya Doms;46274;https://www.futbin.com/25/player/46274/maya-doms;59;bronze;Bay FC;NWSL;United States;66;55;57;61;49;56
20103;Arnaud Dony;46275;https://www.futbin.com/25/player/46275/arnaud-dony;59;bronze;R. Union St.-G.;1A Pro League;Belgium;72;30;50;59;53;56
20104;Paul Doyle;46276;https://www.futbin.com/25/player/46276/paul-doyle;59;bronze;Dundalk;SSE Airtricity PD;Republic of Ireland;47;41;57;58;53;66
20105;Dominik Draband;46277;https://www.futbin.com/25/player/46277/dominik-draband;59;bronze;VfB Stuttgart II;3. Liga;Germany;62;56;55;61;16;59
20106;Patryk Dragon;46278;https://www.futbin.com/25/player/46278/patryk-dragon;59;bronze;SV Elversberg;Bundesliga 2;Germany;58;44;55;53;56;70
20107;Ognjen Drakulić;46279;https://www.futbin.com/25/player/46279/ognjen-drakulic;59;bronze;FC Ingolstadt 04;3. Liga;Serbia;60;59;43;55;24;60
20108;Jia Du;46280;https://www.futbin.com/25/player/46280/jia-du;59;bronze;Shanghai Port;CSL;China PR;57;54;52;60;49;58
20109;Erik Dueñas;46281;https://www.futbin.com/25/player/46281/erik-duenas;59;bronze;LAFC;MLS;Mexico;72;35;55;69;55;38
20110;Stephen Duke-McKenna;46282;https://www.futbin.com/25/player/46282/stephen-duke-mckenna;59;bronze;Harrogate Town;EFL League Two;Guyana;80;48;58;63;54;43
20111;Cameron Dummigan;46283;https://www.futbin.com/25/player/46283/cameron-dummigan;59;bronze;Derry City;SSE Airtricity PD;Northern Ireland;54;40;55;55;57;58
20112;Alexander Eckmayr;46284;https://www.futbin.com/25/player/46284/alexander-eckmayr;59;bronze;WSG Tirol;Ö. Bundesliga;Austria;58;60;55;60;23;56
20113;Joackim Åberg;47056;https://www.futbin.com/25/player/47056/joackim-aberg;59;bronze;GAIS;Allsvenskan;Sweden;53;47;53;56;55;66
20114;Kenneth Aboh;47057;https://www.futbin.com/25/player/47057/kenneth-aboh;59;bronze;Norwich;EFL Championship;England;74;58;39;58;27;62
20115;Matthew Acton;47058;https://www.futbin.com/25/player/47058/matthew-acton;59;bronze;Brisbane Roar;A-League;Australia;60;58;58;61;40;57
20116;Mihai Adăscăliței;47059;https://www.futbin.com/25/player/47059/mihai-adascalitei;59;bronze;SC Oțelul Galați;SUPERLIGA;Romania;57;44;58;57;56;68
20117;Raphaël Adicéam;47060;https://www.futbin.com/25/player/47060/raphael-adiceam;59;bronze;AJ Auxerre;Ligue 1 Uber Eats;France;62;60;57;58;21;60
20118;Gonzalo Aguilar López;47061;https://www.futbin.com/25/player/47061/gonzalo-aguilar-lopez;59;bronze;Albacete BP;LALIGA HYPERMOTION;Spain;54;32;37;37;63;63
20119;Sören Ahlers;47062;https://www.futbin.com/25/player/47062/soren-ahlers;59;bronze;FC St. Pauli;Bundesliga;Germany;60;58;61;62;25;60
20120;James Akintunde;47063;https://www.futbin.com/25/player/47063/james-akintunde;59;bronze;Bohemian FC;SSE Airtricity PD;England;70;59;49;60;33;69
20121;Abdelraouf Al Duqail;47064;https://www.futbin.com/25/player/47064/abdelraouf-al-duqail;59;bronze;Al Fayha;ROSHN Saudi League;Saudi Arabia;54;54;58;60;21;63
20122;Raid Al Ghamdi;47065;https://www.futbin.com/25/player/47065/raid-al-ghamdi;59;bronze;Al Raed;ROSHN Saudi League;Saudi Arabia;74;57;55;61;38;62
20123;Abdulhadi Al Harajin;47066;https://www.futbin.com/25/player/47066/abdulhadi-al-harajin;59;bronze;Al Fayha;ROSHN Saudi League;Saudi Arabia;70;53;55;61;25;44
20124;Nawaf Al Harthi;47067;https://www.futbin.com/25/player/47067/nawaf-al-harthi;59;bronze;Al Fayha;ROSHN Saudi League;Saudi Arabia;70;44;59;63;48;56
20125;Hamed Al Maqati;47068;https://www.futbin.com/25/player/47068/hamed-al-maqati;59;bronze;Al Orobah;ROSHN Saudi League;Saudi Arabia;69;53;55;61;52;51
20126;Abdullah Al Meqran;47069;https://www.futbin.com/25/player/47069/abdullah-al-meqran;59;bronze;Damac FC;ROSHN Saudi League;Saudi Arabia;68;56;57;64;34;60
20127;Muteb Al Mufarrij;47070;https://www.futbin.com/25/player/47070/muteb-al-mufarrij;59;bronze;Al Taawoun;ROSHN Saudi League;Saudi Arabia;61;26;43;50;58;58
20128;Awadh Al Nashri;47071;https://www.futbin.com/25/player/47071/awadh-al-nashri;59;bronze;Al Ittihad;ROSHN Saudi League;Saudi Arabia;51;31;48;50;58;66
20129;Abdullah Al Owayshir;47072;https://www.futbin.com/25/player/47072/abdullah-al-owayshir;59;bronze;Ettifaq FC;ROSHN Saudi League;Saudi Arabia;64;56;55;62;38;54
20130;Hamdan Al Ruwaili;47073;https://www.futbin.com/25/player/47073/hamdan-al-ruwaili;59;bronze;Al Orobah;ROSHN Saudi League;Saudi Arabia;77;31;49;54;53;63
20131;Mohammed Al Shanqeeti;47074;https://www.futbin.com/25/player/47074/mohammed-al-shanqeeti;59;bronze;Al Qadisiyah;ROSHN Saudi League;Saudi Arabia;66;30;44;52;56;57
20132;Fawaz Al Tryes;47075;https://www.futbin.com/25/player/47075/fawaz-al-tryes;59;bronze;Al Orobah;ROSHN Saudi League;Saudi Arabia;75;46;51;63;32;40
20133;Fredderick Alfonso;47076;https://www.futbin.com/25/player/47076/fredderick-alfonso;59;bronze;S. Ameliano;Sudamericana;Paraguay;65;42;57;57;51;53
20134;Anwar Ali;47077;https://www.futbin.com/25/player/47077/anwar-ali;59;bronze;East Bengal;Hero ISL;India;67;34;45;52;58;72
20135;Emmie Allen;47078;https://www.futbin.com/25/player/47078/emmie-allen;59;bronze;Bay FC;NWSL;United States;61;58;54;62;27;56
20136;Kaden Amaniampong;47079;https://www.futbin.com/25/player/47079/kaden-amaniampong;59;bronze;VfB Stuttgart II;3. Liga;Germany;69;24;45;53;60;56
20137;Chovanie Amatkarijo;47080;https://www.futbin.com/25/player/47080/chovanie-amatkarijo;59;bronze;GAIS;Allsvenskan;Netherlands;82;49;48;65;29;35
20138;Chan Gi An;47081;https://www.futbin.com/25/player/47081/chan-gi-an;59;bronze;Jeju United;K League 1;Korea Republic;58;61;55;57;20;60
20139;Lee Angol;47082;https://www.futbin.com/25/player/47082/lee-angol;59;bronze;Morecambe;EFL League Two;England;75;57;55;60;30;63
20140;John-Joe O'Toole;48076;https://www.futbin.com/25/player/48076/john-joe-otoole;59;bronze;AFC Wimbledon;EFL League Two;Republic of Ireland;36;47;50;46;56;69
20141;Zech Obiero;48077;https://www.futbin.com/25/player/48077/zech-obiero;59;bronze;Leyton Orient;EFL League One;Kenya;73;48;56;63;56;56
20142;Chituru Odunze;48078;https://www.futbin.com/25/player/48078/chituru-odunze;59;bronze;Charlotte FC;MLS;United States;59;58;55;60;26;57
20143;Idris Odutayo;48079;https://www.futbin.com/25/player/48079/idris-odutayo;59;bronze;Bromley FC;EFL League Two;England;73;43;49;54;55;65
20144;Jae Suk Oh;48080;https://www.futbin.com/25/player/48080/jae-suk-oh;59;bronze;Daejeon Citizen;K League 1;Korea Republic;57;34;55;58;56;62
20145;Darren Oldaker;48081;https://www.futbin.com/25/player/48081/darren-oldaker;59;bronze;Chesterfield;EFL League Two;England;70;51;58;61;52;63
20146;Christopher Olivier;48082;https://www.futbin.com/25/player/48082/christopher-olivier;59;bronze;VfB Stuttgart II;3. Liga;Austria;71;55;58;61;54;65
20147;Marius Olsen;48083;https://www.futbin.com/25/player/48083/marius-olsen;59;bronze;Kristiansund BK;Eliteserien;Norway;54;32;40;49;58;63
20148;Tani Oluwaseyi;48084;https://www.futbin.com/25/player/48084/tani-oluwaseyi;59;bronze;Minnesota United;MLS;Nigeria;76;61;43;58;29;60
20149;Chilohem Onuoha;48085;https://www.futbin.com/25/player/48085/chilohem-onuoha;59;bronze;SC Verl;3. Liga;Germany;67;51;57;62;34;55
20150;Tyler Onyango;48086;https://www.futbin.com/25/player/48086/tyler-onyango;59;bronze;Stockport;EFL League One;England;51;45;57;56;53;75
20151;Enock Otoo;48087;https://www.futbin.com/25/player/48087/enock-otoo;59;bronze;Lyngby BK;3F Superliga;Ghana;78;49;51;58;44;53
20152;Gabriel Oualengbe;48088;https://www.futbin.com/25/player/48088/gabriel-oualengbe;59;bronze;Paris FC;Ligue 2 BKT;Central African Republic;56;49;57;57;58;64
20153;Aston Oxborough;48089;https://www.futbin.com/25/player/48089/aston-oxborough;59;bronze;Motherwell;cinch Prem;England;59;60;56;57;43;58
20154;Mark Oxley;48090;https://www.futbin.com/25/player/48090/mark-oxley;59;bronze;Harrogate Town;EFL League Two;England;56;59;61;56;30;60
20155;Daniel Oyegoke;48091;https://www.futbin.com/25/player/48091/daniel-oyegoke;59;bronze;Hearts;cinch Prem;England;76;37;49;59;59;62
20156;Daniel Padilla;48092;https://www.futbin.com/25/player/48092/daniel-padilla;59;bronze;Caracas F.C.;Libertadores;Venezuela;67;52;59;60;45;47
20157;Gerardo Padrón;48093;https://www.futbin.com/25/player/48093/gerardo-padron;59;bronze;Rayo Zuliano;Sudamericana;Venezuela;68;49;58;64;43;39
20158;Sang Hoon Paik;48094;https://www.futbin.com/25/player/48094/sang-hoon-paik;59;bronze;FC Seoul;K League 1;Korea Republic;61;44;56;65;44;46
20159;Krystian Palacz;48095;https://www.futbin.com/25/player/48095/krystian-palacz;59;bronze;Motor Lublin;PKO BP Ekstraklasa;Poland;78;30;45;57;54;58
20160;Ximing Pan;48096;https://www.futbin.com/25/player/48096/ximing-pan;59;bronze;Meizhou Hakka;CSL;China PR;61;32;50;48;59;65
20161;Jack Panayotou;48097;https://www.futbin.com/25/player/48097/jack-panayotou;59;bronze;New England;MLS;United States;61;45;55;69;46;54
20162;Isaiah Parker;48098;https://www.futbin.com/25/player/48098/isaiah-parker;59;bronze;FC Dallas;MLS;United States;81;52;50;63;40;51
20163;Connor Parsons;48099;https://www.futbin.com/25/player/48099/connor-parsons;59;bronze;Waterford;SSE Airtricity PD;England;83;51;55;61;43;43
20164;Patryk Paryzek;48100;https://www.futbin.com/25/player/48100/patryk-paryzek;59;bronze;Pogoń Szczecin;PKO BP Ekstraklasa;Poland;53;60;54;61;45;44
20165;Josh Passley;48101;https://www.futbin.com/25/player/48101/josh-passley;59;bronze;Bromley FC;EFL League Two;England;74;42;53;56;51;68
20166;Julian Pauli;48102;https://www.futbin.com/25/player/48102/julian-pauli;59;bronze;1. FC Köln;Bundesliga 2;Germany;67;25;41;38;59;64
20167;Lewis Payne;48103;https://www.futbin.com/25/player/48103/lewis-payne;59;bronze;Cheltenham Town;EFL League Two;England;64;32;52;58;56;58
20168;Everson Junior Pereira da Silva;48104;https://www.futbin.com/25/player/48104/everson-junior-pereira-da-silva;59;bronze;AC Ajaccio;Ligue 2 BKT;France;75;53;57;65;21;51
20169;Gonzalo Petit;48105;https://www.futbin.com/25/player/48105/gonzalo-petit;59;bronze;Nacional;Libertadores;Uruguay;54;61;43;57;26;57
20170;Cameron Peupion;48106;https://www.futbin.com/25/player/48106/cameron-peupion;59;bronze;Brighton;Premier League;Australia;63;46;60;59;41;49
20171;Denis Pfaffenrot;48107;https://www.futbin.com/25/player/48107/denis-pfaffenrot;59;bronze;Fürth;Bundesliga 2;Germany;69;47;56;64;26;54
20172;Dominik Piła;48108;https://www.futbin.com/25/player/48108/dominik-pia;59;bronze;Lechia Gdańsk;PKO BP Ekstraklasa;Poland;73;54;58;58;52;55
20173;Oscar Priestman;48109;https://www.futbin.com/25/player/48109/oscar-priestman;59;bronze;WS Wanderers;A-League;Australia;70;42;54;62;55;66
20174;Philip Quinton;48110;https://www.futbin.com/25/player/48110/philip-quinton;59;bronze;Real Salt Lake;MLS;United States;51;24;38;33;59;71
20175;Kacper Radkowski;48111;https://www.futbin.com/25/player/48111/kacper-radkowski;59;bronze;Waterford;SSE Airtricity PD;Poland;53;33;47;49;57;67
20176;Josh Rae;48112;https://www.futbin.com/25/player/48112/josh-rae;59;bronze;St. Johnstone;cinch Prem;Scotland;60;59;62;62;24;56
20177;Lucía Ramos Narváez;48113;https://www.futbin.com/25/player/48113/lucia-ramos-narvaez;59;bronze;Granada CF;Liga F;Spain;49;59;59;63;41;46
20178;Johan Rapp;48114;https://www.futbin.com/25/player/48114/johan-rapp;59;bronze;IFK Värnamo;Allsvenskan;Sweden;61;26;41;49;59;63
20179;Jadan Raymond;48115;https://www.futbin.com/25/player/48115/jadan-raymond;59;bronze;Crystal Palace;Premier League;Wales;67;55;57;63;38;48
20180;Jing Reec;48116;https://www.futbin.com/25/player/48116/jing-reec;59;bronze;Melb. Victory;A-League;Australia;82;58;47;57;32;60
20181;TP Rehenesh;48117;https://www.futbin.com/25/player/48117/tp-rehenesh;59;bronze;Mumbai City FC;Hero ISL;India;59;58;56;60;39;58
20182;Gonzalo Requena;48118;https://www.futbin.com/25/player/48118/gonzalo-requena;59;bronze;Instituto;LPF;Argentina;55;29;32;41;61;68
20183;Bailey Rice;48119;https://www.futbin.com/25/player/48119/bailey-rice;59;bronze;Rangers;cinch Prem;Scotland;52;39;56;62;53;54
20184;Jack Robinson;48120;https://www.futbin.com/25/player/48120/jack-robinson;59;bronze;Carlisle United;EFL League Two;England;66;37;55;56;58;64
20185;Zach Robinson;48121;https://www.futbin.com/25/player/48121/zach-robinson;59;bronze;Motherwell;cinch Prem;England;71;57;47;60;26;59
20186;Braudilio Rodrigues;48122;https://www.futbin.com/25/player/48122/braudilio-rodrigues;59;bronze;Sounders FC;MLS;Guinea-Bissau;73;61;46;63;23;42
20187;Carlitos Rodriguez;48123;https://www.futbin.com/25/player/48123/carlitos-rodriguez;59;bronze;Wilstermann;Sudamericana;Bolivia;78;29;48;62;53;45
20188;Paulo Rodríguez;48124;https://www.futbin.com/25/player/48124/paulo-rodriguez;59;bronze;Dep. Garcilaso;Sudamericana;Peru;65;51;57;58;41;49
20189;Danny Rogers;48125;https://www.futbin.com/25/player/48125/danny-rogers;59;bronze;St. Pats;SSE Airtricity PD;Republic of Ireland;60;58;59;60;44;58
20190;Camilo Romero;48126;https://www.futbin.com/25/player/48126/camilo-romero;59;bronze;Millonarios;Libertadores;Colombia;60;58;55;60;42;58
20191;Matthieu Rongier;48127;https://www.futbin.com/25/player/48127/matthieu-rongier;59;bronze;Amiens SC;Ligue 2 BKT;France;60;62;59;59;29;56
20192;Kacper Rosa;48128;https://www.futbin.com/25/player/48128/kacper-rosa;59;bronze;Motor Lublin;PKO BP Ekstraklasa;Poland;59;56;61;60;41;60
20193;Alexandru Roșca;48129;https://www.futbin.com/25/player/48129/alexandru-rosca;59;bronze;FC Dinamo 1948;SUPERLIGA;Romania;61;57;55;58;31;57
20194;Andrei Rus;48130;https://www.futbin.com/25/player/48130/andrei-rus;59;bronze;SC Oțelul Galați;SUPERLIGA;Romania;73;30;45;51;52;59
20195;Markus Rusek;48131;https://www.futbin.com/25/player/48131/markus-rusek;59;bronze;Grazer AK;Ö. Bundesliga;Austria;55;41;50;57;57;67
20196;Nathanaël Saintini;48132;https://www.futbin.com/25/player/48132/nathanael-saintini;59;bronze;FC Martigues;Ligue 2 BKT;France;59;31;48;44;57;72
